name,province,latitude,longitude
Golferenzo,PV,44.962059,9.306388
Gombito,CR,45.266667,9.733333
Gonzaga,MN,44.950000,10.816667
Gordona,SO,46.283333,9.366667
Gorgonzola,MI,45.533333,9.400000
Gorla Maggiore,VA,45.666211,8.904420
Gorla Minore,VA,45.649234,8.915462
Gorlago,BG,45.666667,9.816667
Gorle,BG,45.703889,9.719167
Gornate Olona,VA,45.741580,8.859940
Gorno,BG,45.866667,9.833333
Gottolengo,BS,45.292800,10.273400
Graffignana,LO,45.207500,9.455278
Grandate,CO,45.771179,9.058451
Grandola ed Uniti,CO,46.050855,9.195544
Grantola,VA,45.950000,8.783333
Grassobbio,BG,45.656667,9.723889
Gravedona ed Uniti,CO,46.150000,9.300000
Gravellona Lomellina,PV,45.333333,8.766667
Grezzago,MI,45.591111,9.495000
Griante,CO,46.000000,9.233333
Gromo,BG,45.964444,9.927500
Grone,BG,45.733333,9.916667
Grontardo,CR,45.200000,10.150000
Gropello Cairoli,PV,45.177260,8.992420
Grosio,SO,46.300000,10.283333
Grosotto,SO,46.283333,10.266667
Grumello Cremonese ed Uniti,CR,45.200700,9.866100
Grumello del Monte,BG,45.633333,9.866667
Guanzate,CO,45.733333,9.016667
Guardamiglio,LO,45.108611,9.682500
Gudo Visconti,MI,45.382198,8.991296
Guidizzolo,MN,45.316667,10.583333
Gussago,BS,45.600000,10.150000
Gussola,CR,45.016667,10.350000
Idro,BS,45.738889,10.477778
Imbersago,LC,45.706667,9.445278
Inarzo,VA,45.785556,8.736667
